"Richmond Mutual Bancorporation, Inc.",13.65,0%,
"Rigel Pharmaceuticals, Inc.",1.52,+5.57%,154 131
RIGEL RESOURCE ACQUISITION CORP,9.95,0%,
"Rimini Street, Inc.",5.67,-9.86%,36 076
"Ring Energy, Inc.",2.83,+9.27%,99 344
"Ringcentral, Inc.",47.8,-2.45%,110 516
Rio Tinto Plc,60.68,+2.28%,142 920
"Riot Blockchain, Inc",8.26,+0.98%,502 277
RISKIFIED LTD,5.14,-0.39%,9 815
Ritchie Bros. Auctioneers Incorporated,67.63,-6.94%,240 411
Rite Aid Corporation,9,+3.09%,61 294
RIVER NRTH DBLE LINE STRTGC OPP FD 4.375% CUM PREF SER A,,,
"RiverNorth Opportunistic Municipal Income Fund, Inc.",18.14,0%,11
RIVERNORTH/DOUBLELINE STRG OPP FD 4.75% SERIES B CUMULATIVE PFD STK USD29,,,
RIVERVIEW ACQUISITION CORP,10.01,0%,1 826
Riverview Bancorp Inc,7.07,+3.06%,308
RIVIAN AUTOMOTIVE INC,35.66,-1.46%,535 729
RLI Corp.,109.11,+1.33%,6 697
RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares,,,
RLX TECHNOLOGY INC SPON ADS EACH REP 1 CL A ORD SHS,1.57,-2.49%,85 282
RMG ACQUISITION CORP III,9.88,-0.1%,1 100
RMG Acquisition Corp.,0.89,+2.94%,318 739
RMG Acquisition Corp. II,6.74,-1.61%,21 997
RMR Mortgage Trust,10.69,-0.19%,433
Robert Half International Inc.,78.87,-0.19%,38 819
ROBINHOOD MARKETS INC,10.38,-4.51%,1 021 854
ROBLOX CORPORATION,49.23,+2.67%,598 240
ROBO Global Robotics and Autom,51.05$,-0.51%,3 292
ROC ENERGY ACQUISITION CORP,10.01,+0.3%,5 200
ROCKET COMPANIES INC,9.94,-3.68%,257 517
ROCKET INTERNET GROWTH OPP CORP,9.86,+0.41%,122
"Rocket Pharmaceuticals, Inc.",15.56,+3.18%,52 066
"Rockwell Automation, Inc.",252.24,-0.64%,24 932
"Rockwell Medical, Inc.",1.51,-2.58%,2 335
"Rocky Brands, Inc.",26.4,-3.97%,1 015
"Rocky Mountain Chocolate Factory, Inc.",6.94,0%,
Rodgers Silicon Valley Acquisition Corp.,14.44,+4.03%,197 123
"Rogers Communication, Inc.",43.21,-1.71%,45 643
Rogers Corporation,268.62,+0.98%,1 615
"Roku, Inc.",82.25,+1.18%,303 013
"Rollins, Inc.",37.6,-0.4%,63 790
ROOT INC,1.39,+4.51%,31 203
"Roper Technologies, Inc.",432.21,+0.26%,12 512
ROSECLIFF ACQUISITION CORP I,9.85,0%,
Rosehill Resources Inc.,9.99,0%,
ROSS ACQUISITION CORP II,9.85,0%,
"Ross Stores, Inc.",84.29,+0.61%,46 197
Roth CH Acquisition I Co.,8.86,+2.78%,52 110
Roth CH Acquisition III Co.,1.71,+9.62%,7 828
ROTH CH ACQUISITION IV CO,9.96,0%,
ROTH CH ACQUISITION V CO,9.9,0%,1 000
Rotor Acquisition Corp.,3.26,-1.81%,9 293
Royal Bank Of Canada,97.81,-0.58%,35 931
"Royal Bank Of Canada 6.750% Fixed Rate/Floating Rate Noncumulative First Preferred Shares, Series C-",,,
Royal Bank of Scotland Group Plc New (The),6.24,+0.81%,239 098
Royal Caribbean Cruises Ltd,39.68$,+0.53%,265 880
Royal Dutch Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) When-Is,51.9,+1.55%,147 143
"Royal Gold, Inc.",102.7,-0.04%,31 747
Royalty Pharma plc,42.45,-0.16%,152 022
"Royce Micro-Cap Trust, Inc.",9.39,+0.54%,9 723
"Royce Value Trust, Inc.",15.47,-0.96%,12 222
"RPC, Inc.",7.28,+7.06%,76 074
RPM International Inc.,88.95,-1.58%,27 571
RPT Realty 7.25%,,,
"RTI Surgical Holdings, Inc.",4.08,+5.97%,771
"Rubicon Technology, Inc.",16.11,0%,10
"Rubius Therapeutics, Inc.",0.78,+6.5%,6 552
"RumbleOn, Inc.",19.2,+2.02%,1 853
RUNWAY GROWTH FIN CORP,13.81,+4.07%,1 837
"Rush Enterprises, Inc.",54.86,+0.64%,259
"Rush Enterprises, Inc.",48.61,+0.68%,10 522
"Ruth's Hospitality Group, Inc.",18.11,+0.06%,18 643
RXR ACQUISITION CORP,9.82,0%,
RYAN SPECIALTY GROUP HLDGS INC,44.62,+0.52%,14 568
Ryanair Holdings plc,74.03,-0.17%,28 422
"Ryder System, Inc.",78.25,+0.6%,12 581
Ryerson Holding Corporation,26.36,+0.27%,4 268
"Ryman Hospitality Properties, Inc. (REIT)",86.28,-0.32%,7 649
S&P Global Inc.,376.54,-0.5%,45 529
"S&T Bancorp, Inc.",30.46,+0.96%,2 634
S&W Seed Company,0.94,0%,48
"Sabra Health Care REIT, Inc.",15.17,-1.24%,108 096
SABRE CORP 6.50% MANDATORY CON PFD STK SER A,99.3,0%,
Sabre Corporation,7.5,+0.87%,309 103
SACHEM CAPITAL CORP 6% NOTES 30/12/2026 USD25,23.53,+1.62%,
SACHEM CAPITAL CORP 7.75% NOTES DUE 30/09/2025,25.04,0%,
SACHEM CAPITAL CORP 7.75% SERIES A REDEEMABLE PREFERRED STCK,,,
Sachem Capital Corp.,5,-1.48%,7 015
"Safe Bulkers, Inc",3.69,+1.65%,20 377
"Safe Bulkers, Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands)",,,
"Safe Bulkers, Inc Perpetual Preferred Series D (Marshall Islands)",,,
Safe-T Group Ltd.,0.5,-4.08%,200
"Safeguard Scientifics, Inc. New",3.86,0%,5
Safehold Inc.,40.49,-0.61%,5 465
"Safety Insurance Group, Inc.",88.99,+4.14%,4 588
"Saga Communications, Inc.",23.2,0%,4
SAGALIAM ACQUISITION CORP,9.96,0%,
"Sage Therapeutics, Inc.",41.99,+9.75%,46 250
"Saia, Inc.",241.26,+0.33%,9 534
"SailPoint Technologies Holdings, Inc.",64.47,+0.23%,45 748
"Salarius Pharmaceuticals, Inc.",0.2,+2.56%,6 776
"Salem Media Group, Inc.",2.24,+1.36%,200
Salesforce.com Inc,190.24,-0.61%,149 794
"Salisbury Bancorp, Inc.",24.02,0%,
"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.)",13.73,+0.92%,85 248
SAMSARA INC,16.2,+1.25%,57 860
SANA BIOTECHNOLOGY INC,8.23,+11.07%,120 276
SANABY HEALTH ACQUISITION CORP I,10.06,0%,
SANARA MEDTECH INC,26.7,0%,2
Sanchez Midstream Partners LP,0.39,-1.76%,842
Sandbridge Acquisition Corporation,2.31,+4.05%,4 052
SANDBRIDGE X2 CORP,9.82,0%,
"Sanderson Farms, Inc.",204.13,0%,
"SandRidge Energy, Inc.",17.68,+6.06%,35 630
Sandstorm Gold Ltd.,5.85,-0.76%,52 207
"Sandy Spring Bancorp, Inc.",40.58,+0.57%,1 050
"Sangamo Therapeutics, Inc.",5.21,+9.57%,78 287
SANGOMA TECHNOLOGIES CORPORATION,8.33,0%,
Sanmina Corporation,49.9,+0.02%,15 427
Sanofi,49.7,+1.06%,57 814
SAP  SE,94.57,-0.77%,42 604
Sapiens International Corporation N.V.,21.68,-2.43%,12 601
Saratoga Investment Corp New,24.14,+0.17%,282
"Sarepta Therapeutics, Inc.",106,+4.53%,45 240
SARISSA CAP ACQUISITION CORP,9.95,0%,
Sasol Ltd.,20.23,+0.5%,4 320
"Satsuma Pharmaceuticals, Inc.",6.09,+27.94%,1 243
"Saul Centers, Inc.",50.07,-0.65%,593
"Saul Centers, Inc. Depositary Shares, each representing 1/100th of a share of 6.125% Series D Cumula",,,
"Saul Centers, Inc. Depositary shares, each representing a 1/100th fractional interest in a share of",,,
"Savara, Inc.",1.75,-1.13%,1 457
SAVE FOODS INC,5.58,+0.72%,982
"SB Financial Group, Inc.",17.45,0%,7
SBA Communications Corporation,345.41,-0.22%,20 871
SC Health Corporation,2.27,-7.35%,16 341
"ScanSource, Inc.",31.3,-0.73%,2 725
SCE Trust II Trust Preferred Securities,,,
SCE Trust III Fixed/Floating Rate Trust Preference Securities,,,
Schlumberger N.V.,34.65,+2.08%,409 698
"Schmitt Industries, Inc.",4.21,0%,14
"Schneider National, Inc.",24.7,+1.56%,22 106
"Schnitzer Steel Industries, Inc.",35.72,+2.53%,8 423
Scholar Rock Holding Corporation,8.52,+21.28%,40 490
Scholastic Corporation,46.52,+0.71%,3 202
SCHRODINGER INC,33.55,-3.29%,72 286
SCHULTZE SPL PURP ACQU CORP II,9.9,0%,5
Schwab Emerging Markets Equity ETF,25.14,0%,50 044
Schwab U.S. Broad Market ETF,48.65,-0.02%,56 197
Schwab U.S. Large-Cap Growth ETF,66.84,-0.37%,19 972
Schwab U.S. Small-Cap ETF,43.69,+0.78%,73 853
Schwab US Dividend Equity ETF,74.62,+0.32%,39 971
SCHWAB(CHARLES)CORP 4.450% DEP SHS REP 1/40TH N-CUM PFD SERJ,,,
"Schweitzer-Mauduit International, Inc.",23.45,-6.2%,51 195
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,93.9,-0.05%,5 405
SCIENCE STRATEGIC ACQ CORP ALPHA,9.86,-0.1%,700
Scientific Games Corp,53,+1.07%,23 860
SCION TECH GROWTH I,9.91,0%,
SCION TECH GROWTH II,9.84,-0.1%,1 100
SciPlay Corporation,12.66,+0.16%,7 843
SCISPARC LTD,1.3,0%,1 776
Scorpio Bulkers Inc.,7.13,+3.49%,13 301
SCORPIO TANKERS INC 7.00% SENIOR NOTES DUE 30/06/2025,25.14,0%,
Scorpio Tankers Inc.,39.2,+2.89%,13 358
Scotts Miracle-Gro Company (The),80.74,+0.66%,25 641
SCP & CO HEALTHCARE ACQUISITION CO,9.85,0%,
scPharmaceuticals Inc.,5.11,+1.79%,927
SCREAMING EAGLE ACQUISITION CORP,9.66,0%,
Scully Royalty Ltd.,9.34,+0.86%,107
SCULPTOR ACQUISITION CORP I,9.93,0%,
"Sculptor Capital Management, Inc.",9.23,-2.74%,2 876
SCWorx Corp.,0.77,-7.26%,100
"SCYNEXIS, Inc.",2.84,+2.53%,4 799
SDCL EDGE ACQUISITION CORPORATION,9.82,+0.1%,500
Sea Limited,87.56,+0.71%,181 753
Seaboard Corporation,4169.75,+1.2%,4
"Seabridge Gold, Inc.",13.94,-0.99%,10 736
"SeaChange International, Inc.",0.62,+4.22%,2 065
Seacoast Banking Corporation of Florida,36.76,+1.18%,6 544
SEACOR Marine Holdings Inc.,6.58,-0.3%,464
Seagate Technology,80.95,+0.76%,55 324
Sealed Air Corporation,55.48,-1.67%,94 154
Seanergy Maritime Holdings Corp,0.72,+4.33%,43 684
Seapeak LLC 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,,
Seapeak LLC 9.00% Series A Cumulative Redeemable Perpetual Preferred Units,,,
SEAPORT CALIBRE MATLS ACQ CORP,10.01,0%,
Seaport Global Acquisition Corp.,4.99,+26.97%,141 042
SEAPORT GLOBAL ACQUISITION II CORP,9.95,0%,
SeaSpine Holdings Corporation,6.72,+1.97%,4 952
"Seattle Genetics, Inc.",175.61,-0.06%,32 275
"SeaWorld Entertainment, Inc.",52.71,+3.01%,68 867
"Second Sight Medical Products, Inc.",2.07,+1.97%,738
Secoo Holding Limited,0.29,-5.67%,200
SecureWorks Corp.,9.91,-0.7%,1 131
Security National Financial Corporation,7.6,0%,
"Seelos Therapeutics, Inc.",0.98,+1.92%,12 742
SEER INC,10.88,+1.87%,9 574
SEI Investments Company,55.64,-0.04%,13 859
"Select Energy Services, Inc.",6.7,+4.52%,36 200
Select Medical Holdings Corporation,28.27,+4.55%,74 704
"Selecta Biosciences, Inc.",2.36,+26.2%,188 007
SELECTIVE INSURANCE GROUP DEP SHS 1/1000 INT SHS NON CUM PFD SER B,20.65,0%,
"Selective Insurance Group, Inc.",77.6,+2.47%,8 657
SELECTQUOTE INC,1.77,+3.51%,28 489
"SELLAS Life Sciences Group, Inc.",2.98,+1.02%,4 992
Semiconductor  Manufacturing International Corporation,,,
SemiLEDS Corporation,3.06,-2.86%,3 507
SEMLER SCIENTIFIC INC,43.67,+4.17%,207
SEMPER PARATUS ACQUISITION CORP,10.07,0%,
Sempra Energy,159.91,-1.08%,58 292
SEMRUSH HOLDINGS INC,13.09,-0.38%,6 442
Semtech Corporation,55.79,-0.7%,42 102
Sendas Distribuidora S.A.,16.4,+2.37%,9 190
"Seneca Biopharma, Inc.",0.51,+15.91%,3 486
Seneca Foods Corp.,61,-0.55%,1 120
Seneca Foods Corp.,58,0%,3
"SenesTech, Inc.",0.69,0%,
SENIOR CONNECT ACQUISITION CORP I,9.89,0%,
Senmiao Technology Limited,1.15,-3.36%,856
Sensata Technologies Holding plc,45.27,-1.09%,41 105
SENSEI BIOTHERAPEUTICS INC,2.02,-0.49%,275
"Senseonics Holdings, Inc.",2.1,+3.71%,458 971
Sensient Technologies Corporation,84.36,-1.87%,5 381
"Sensus Healthcare, Inc.",14.55,+29.56%,62 970
SENTINELONE INC,26.35,+0.38%,81 839
SEQLL INC,0.98,-6.46%,203
Sequans Communications S.A.,3.64,-1.09%,1 071
SERA PROGNOSTICS INC,2.35,-1.67%,879
"Seres Therapeutics, Inc.",4.98,+2.26%,62 413
Seritage Growth Properties,11.87,+2.5%,14 948
Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Inter,,,
Service Corporation International,64.72,-0.12%,96 011
"ServiceMaster Global Holdings, Inc.",44.91,-1.14%,51 445
"ServiceMaster Global Holdings, Inc.",40.91,+1.01%,8 714
"ServiceNow, Inc.",494.84,+0.26%,211 754
"ServiceSource International, Inc.",1.5,0%,15 955
"ServisFirst Bancshares, Inc.",87.03,+1.61%,3 494
"Servotronics, Inc.",11.01,0%,
SES AI Corporation Class A Common Stock,4.89,-2.1%,13 277
"Sesen Bio, Inc.",0.81,+17.6%,109 481
Seven Oaks Acquisition Corp.,1.91,-3.79%,48 495
SFL Corporation Ltd,9.91,+1.28%,25 188
"SG Blocks, Inc.",1.93,+4.89%,460
"SGOCO Group, Ltd",2.45,0%,123
"Shake Shack, Inc.",51.27,+0.49%,27 384
"Sharecare, Inc.",1.57,-2.48%,63 577
Sharps Compliance Corp.,8.71,+0.58%,8 463
SHATTUCK LABS INC,3.83,+3.51%,4 609
Shaw Communications Inc.,26.81,-1%,7 833
"Shell Midstream Partners, L.P.",15.81,+0.06%,25 832
SHELTER ACQUISITION CORP I,9.83,0%,
Shenandoah Telecommunications Co,22.87,+2.79%,2 549
Sherwin-Williams Company (The),237.11,-2.43%,104 705
SHIFT4 PAYMENTS INC,44.81,+4.14%,60 189
"ShiftPixy, Inc.",0.21,+2.46%,182 018
"Shineco, Inc.",0.96,-0.01%,700
Shinhan Financial Group Co Ltd,27.47,+1.55%,1 546
SHOALS TECHNOLOGIES GRP INC,23.06,-0.09%,193 914
"ShockWave Medical, Inc.",222.59,+1.44%,19 741
"ShockWave Medical, Inc.",103.17,+1.13%,12 079
"Shoe Carnival, Inc.",22.99,-1.96%,9 416
Shopify Inc.,40.77,-0.54%,1 258 588
Shore Bancshares Inc,19.52,-0.15%,797
"ShotSpotter, Inc.",33.35,+0.69%,251
SHOULDERUP TECHNOLOGY ACQUISITION C,9.94,0%,5
SHUAA PARTNERS ACQUISITION CORP I,10.04,+0.5%,14 029
"Shutterstock, Inc.",59.79,-0.58%,11 631
SHYFT GROUP INC,25.79,-1.04%,11 106
"SI-BONE, Inc.",16.68,+0.85%,9 177
SIBANYE GOLD LIMITED SPON ADR EACH REP 4 ORD SHS,10.22,+3.18%,160 510
SIDUS SPACE INC,3.21,+1.58%,4 620
Siebert Financial Corp.,1.78,+5.95%,257
"Sientra, Inc.",1.38,+29.58%,21 021
Sierra Bancorp,21.94,+0.83%,953
SIERRA LAKE ACQUISITION CORP,9.95,0%,
Sierra Metals Inc.,0.6,-5.73%,3 913
"Sierra Wireless, Inc.",30.57,-0.03%,162 374
"SIFCO Industries, Inc.",3.65,+16.24%,701
"Sify Technologies Limited - American Depository Shares, each represented by one",2.34,-0.43%,515
SIGA Technologies Inc.,23.29,+19.44%,641 722
SIGHT SCIENCES INC,10.11,+0.9%,6 314
SIGILON THERAPEUTICS INC,0.85,+7.77%,565
"Sigma Labs, Inc.",1.19,-4.8%,100
SIGMA LITHIUM CORP,20.11,+5.9%,24 400
"SigmaTron International, Inc.",7.09,+2.75%,535
SIGNAL HILL ACQUISITION CORP,10.01,0%,
Signature Bank,187.27,+0.46%,24 162
SIGNATURE BANK DEP SHS REP 1/40 PER PFD SER A,21.01,0%,6
Signet Jewelers Limited,63.62,-0.8%,19 026
SIGNIFY HEALTH INC,19.87,+2.42%,117 767
Silence Therapeutics Plc - American Depository Share,9.9,-1%,1 672
Silgan Holdings Inc.,44.22,-0.36%,7 849
Silicom Ltd,40.57,-3.27%,939
"Silicon Laboratories, Inc.",152.39,-1.47%,10 134
Silicon Motion Technology Corporation,80.41,+0.42%,18 344
"Silk Road Medical, Inc.",47.69,+1.3%,15 977
SILVER CREST ACQUISITION CORP,9.98,0%,
SILVER SPIKE ACQUISITION CORP II,9.86,0%,
Silver Spike Acquisition Corp.,3.47,-4.28%,32 366
SILVERBACK THERAPEUTICS INC,5.19,+2.77%,16 610
"SilverBow Resorces, Inc.",38.66,-1.85%,15 040
Silvercorp Metals Inc.,2.65,-1.85%,65 707
Silvercrest Asset Management Group Inc.,17.58,+1.33%,842
SilverCrest Metals Inc.,6.82,-2.15%,22 269
Silvergate Capital Corporation,102.42,-0.18%,19 488
SILVERGATE CAPITAL CORPORATION 5.375% DEP SHS REP 1/40TH PERP PFD STK A,,,
SILVERSPAC INC,9.72,0%,
"SilverSun Technologies, Inc.",2.9,0%,
SIMILARWEB LTD,8.75,-4.89%,4 458
Simmons First National Corporation,23.72,+0.68%,18 917
SIMON PPTY GROUP ACQ HLDGS INC,9.85,-0.05%,400
"Simon Property Group, Inc.",106.5,+0.64%,50 945
"Simon Property Group, Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stoc",,,
"Simpson Manufacturing Company, Inc.",100.4,-1.67%,8 720
"Simulations Plus, Inc.",66.91,+0.97%,3 110
"Simulations Plus, Inc.",51.9,+4.98%,3 933
"Sinclair Broadcast Group, Inc.",22.98,-0.86%,44 368
SINGING MACHINE CO INC,8,-1.23%,200
SINGULAR GENOMICS SYSTEMS INC,4.33,+5.35%,9 372
"Sino-Global Shipping America, Ltd.",3.42,-0.58%,158
"SINOPEC Shangai Petrochemical Company, Ltd.",15.59,-4%,100
"Sinovac Biotech, Ltd.",6.57,0%,
"SiNtx Technologies, Inc.",0.54,+4.23%,1 108
Sirius XM Holdings Inc.,6.59,-1.79%,1 354 016
SIRIUSPOINT LTD 8% RESETTABLE FIX PFD SER B,,,
Sisecam Resources LP Common Units representing limited partner interests,23.05,+1.12%,300
SITE Centers Corp.,14.01,-0.11%,41 555
SITE Centers Corp. 6.375%,,,
"SiteOne Landscape Supply, Inc.",134.77,-0.05%,4 857
SITIME CORPORATION,140,+2.56%,22 464
Sitio Royalties Corp.,27.57,+0.92%,4 606
Six Flags Entertainment Corporation New,24.45,+1.96%,110 590
"SIYATA MOBILE, INC",0.79,+4.03%,1 973
SIZZLE ACQUISITION CORP,10.06,0%,
SJW Group,65.52,-1.81%,3 900
"SK Telecom Co., Ltd.",22.55,0%,6 221
"Skechers U.S.A., Inc.",39.32,-0.15%,66 202
SKEENA RESOURCES LIMITED,5.66,-2.92%,4 692
SKILLFUL CRAFTSMAN EDU TECH LTD,1,0%,
SKYDECK ACQUISITION CORP,9.81,+0.31%,1 200
SKYLIGHT HEALTH GROUP INC,0.74,+1.19%,5 900
Skyline Champion Corporation,65.97,+2.77%,20 494
"SkyWest, Inc.",24.4,-1.25%,8 160
"Skyworks Solutions, Inc.",112.74,-0.86%,111 479
SL Green Realty Corp,46.81,-1.28%,25 544
SL Green Realty Corporation Preferred Series I,,,
"Slack Technologies, Inc.",45.21,+0.11%,2 323 672
SLAM CORP,9.86,0%,899
Sleep Number Corporation,43.36,+0.86%,15 122
SLM Corporation,15.33,-0.33%,182 376
"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B",55.5,0%,77
SM Energy Company,38.1,+3.1%,52 210
"SMART Global Holdings, Inc.",19.61,-1.93%,17 975
"Smart Sand, Inc.",2.34,+4%,6 611
"SmartFinancial, Inc.",25.89,-0.73%,1 049
Smartsheet Inc.,34.58,+1.44%,32 245
"SmileDirectClub, Inc.",1.35,-3.57%,131 447
"Smith & Nephew SNATS, Inc.",26.06,-0.93%,56 036
SMITH AND WESSON BRANDS INC,14.02,-1.13%,48 445
"Smith Micro Software, Inc.",2.91,-0.51%,3 115
SMITH-MIDLAND CORP,17.66,+4.31%,471
Snap Inc.,10.17,-0.68%,3 065 530
SNAP ONE HLDNS CORP,12.26,+0.91%,1 074
Snap-On Incorporated,222.92,-0.04%,7 149
SNOWFLAKE INC,165.52,+2.89%,309 004
So-Young International Inc. - American Depository Shares,0.97,+6.5%,24 169
SOAR TECHNOLOGY ACQUISITION CORP,10.17,0%,
Soaring Eagle Acquisition Corp.,3.07,+1.82%,933 515
SOBR SAFE INC,1.13,-12.4%,16 215
SOCIAL CAP HEDOSOPHIA HLDGS CORP IV,9.97,+0.05%,786
SOCIAL CAP HEDOSOPHIA HLDGS CORP VI,9.96,0%,67 249
Social Capital Hedosophia Holdings Corp. II,5.72,+22.12%,2 998 878
Social Capital Hedosophia Holdings Corp. III,3.25,+9.43%,784 789
Social Capital Hedosophia Holdings Corp. V,7.97,-3.28%,1 424 039
Social Capital Suvretta Holdings Corp. III,8.09,+2.66%,1 382
SOCIAL LEVERAGE ACQUISITION CORP I,9.86,-0.05%,1 896
Sociedad Quimica y Minera S.A.,92.71,-1.94%,107 655
"Socket Mobile, Inc.",3,+3.45%,100
SOFTWARE ACQUISITION GROUP INC III,10.13,+0.1%,1 600
Software Acquisition Group Inc.,1.92,+0.52%,1 490
Software Acquisition Group Inc. II,0.7,+1.58%,1 638
Sol-Gel Technologies Ltd.,5.4,0%,33
Solar Capital Ltd.,14.87,+0.54%,3 074
"SolarEdge Technologies, Inc.",315.4,+2.02%,66 476
"Solaris Oilfield Infrastructure, Inc.",10.94,+2.05%,3 743
SolarWinds Corporation,9.66,+0.73%,22 996
"Soleno Therapeutics, Inc.",0.18,+2.46%,2 951
Solid Biosciences Inc.,0.75,+0.07%,6 203
"Soligenix, Inc.",0.9,+2.76%,215
Solitario Zinc Corp.,0.54,-2%,276
SOLO BRANDS INC,4.75,-2.86%,15 743
SONENDO INC,1.86,-1.59%,3 233
"Sonic Automotive, Inc.",44.19,+0.94%,17 023
SONIC FOUNDRY INC,1.39,0%,35
"Sonim Technologies, Inc.",0.7,+1.49%,1 646
"SONNET BIOTHERAPEUTICS HOLDINGS, INC",0.3,+3.63%,10 337
SONO GRP NV,3.14,+1.45%,12 373
SONO-TEK CORP,5.2,+4%,767
Sonoco Products Company,61.03,-0.31%,25 090
"Sonoma Pharmaceuticals, Inc.",3.46,-2.54%,2 716
"Sonos, Inc.",23.19,+1.76%,125 327
Sony Corporation,86.23,+0.35%,23 717
"Sorrento Therapeutics, Inc.",2.78,+2.21%,525 937
SOTERA HEALTH CO,18.54,+0.93%,20 660
Sotheby's,56.99,,
Sotherly Hotels Inc. - 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,20.6,0%,
Sotherly Hotels Inc. - 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,20.5,0%,
Sotherly Hotels Inc. - 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,20.5,0%,
SOULGATE INC SPON 2 ADR REP 3 CL A ORD SHS,,,
"Sound Financial Bancorp, Inc.",36,0%,3
SOUND POINT ACQUISITION CORP I LTD,10.02,0%,
SOUNDHOUND AI INC,3.74,+1.91%,6 360
"Source Capital, Inc.",38.35,-0.75%,2 976
"South Jersey Industries, Inc.",34.52,-0.26%,24 170
South Mountain Merger Corp.,6.8,+0.59%,27 886
"South Plains Financial, Inc.",26.68,0%,4
South State Corporation,82.31,+1.25%,15 904
Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,,,
Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,,,
SOUTHERN CO. JUNIOR SUB NTS DUE 15/10/2060 SER 2020C,20.63,-1.29%,1 454
Southern Company (The),77.27,-0.92%,276 940
"Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077",25.24,-1.25%,451
Southern Copper Corporation,47.48,+2.53%,61 697
"Southern First Bancshares, Inc.",43.88,+0.6%,408
"Southern Missouri Bancorp, Inc.",52.9,+0.88%,1 487
"Southern National Bancorp of Virginia, Inc.",13.87,+0.73%,2 916
SOUTHERN STS BANCSHARES INC,23.1,-0.22%,405
SOUTHPORT ACQUISITION CORPORATION,9.93,0%,
"Southside Bancshares, Inc.",40,+1.39%,2 164
Southwest Airlines Company,38.81,+0.08%,228 568
"Southwest Gas Holdings, Inc.",76.26,+0.67%,24 925
Southwestern Energy Company,6.82,+5.08%,1 654 337
SOVOS BRANDS INC,15.87,+0.32%,16 539
SP Plus Corporation,33.99,-4.44%,2 406
"SPAR Group, Inc.",1.15,0%,48
"Spark Energy, Inc.",7.86,-1.5%,600
"Spark Energy, Inc. - 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred",25.17,0%,
"Spark Networks, Inc.",3.11,-1.27%,309
Spartacus Acquisition Corporation,2.79,-0.36%,8 212
Spartan Acquisition Corp. II,4.14,+2.1%,30 850
Spartan Energy Acquisition Corp,10.17,-1.74%,399 689
SpartanNash Company,32.34,-0.31%,9 869
SPDR Bloomberg Barclays Conver,69.1$,+0.04%,24 772
SPDR Bloomberg Barclays High Yield Bond ETF,96.31,-0.43%,751 552
SPDR DJ Euro STOXX 50 Etf,36.46,-0.91%,45 543
SPDR Gold Trust,165.29,-1.11%,307 969
SPDR MidCap Trust Series I,457.15,+0.59%,79 897
SPDR Portfolio Developed World ex-US ETF,30.06,-0.66%,242 950
SPDR Portfolio Short Term Corporate Bond ETF,29.79,-0.42%,29 246
SPDR S&P 500 Index Fund (SPY),413.45,-0.17%,5 844 032
SPDR S&P Bank ETF,48.81,+0.91%,145 955
SPDR S&P China ETF,82.08,-0.47%,639
SPDR S&P Dividend ETF,125.99,+0.13%,40 310
SPDR S&P Semiconductor ETF,187.86,-0.45%,4 469
SPDR Select Sector Fund - Consumer Staples,74.65,-0.2%,789 704
SPDR Select Sector Fund - Health Care,131.42,-0.07%,1 472 113
SPDR Select Sector Fund - Industrial,96.13,+0.2%,770 174
SPDR Select Sector Fund - Utilities,74.24,-0.34%,924 954
SPDR Series Trust SPDR Homebuilders ETF,64.15,+0.31%,486 870
SPDR Series Trust SPDR Portfolio Large Cap ETF,48.61,-0.18%,128 015
SPDR Series Trust SPDR Portfolio S&P 500 High Dividend ETF,40.89,+0.07%,114 611
"Spectrum Brands Holdings, Inc.",67.84,+0.95%,9 783
"Spectrum Pharmaceuticals, Inc.",1.05,+12.7%,83 141
"Spero Therapeutics, Inc.",0.79,+2.77%,3 560
Sphere 3D Corp.,0.71,+1%,82 595
"SPI Energy Co., Ltd.",1.85,+3.07%,1 748
SPINDLETOP HEALTH ACQUISITION CORP,10.04,0%,
Spire Inc.,72.34,-1.11%,11 906
"Spire Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.90% Series A Cu",,,
"Spirit Aerosystems Holdings, Inc.",30.39,-0.16%,66 429
"Spirit Airlines, Inc.",24.5,-0.08%,45 838
"Spirit Realty Capital, Inc.",42.56,+0.77%,13 488
"Spirit Realty Capital, Inc. 6.000% Series A Cumulative Redeemable Preferred Stock",,,
